,customer_id,name,age,gender,marital_status,education,occupation,salary,loan_amount,credit_limit,credit_utilization,emi_paid,tenure_months,max_dpd,default_status,product_type,enquiry_amount,unique_products_enquired,total_enquiries,transaction_amount,account_balance,is_salary,Credit Card,Home Loan,Personal Loan
478,2f991f5d-483e-4199-a74c-713fb4985bbd,Patrick Garcia,28,Female,Single,Master,General practice doctor,70276,191905.4,75155.0,0.3400554427961382,40.0,26.4,120.0,0.2,Home Loan,,,,7599.782834656306,11061.321060283688,1.0,False,True,False
478,2f991f5d-483e-4199-a74c-713fb4985bbd,Patrick Garcia,28,Female,Single,Master,General practice doctor,70276,191905.4,75155.0,0.3400554427961382,40.0,26.4,120.0,0.2,Credit Card,,,,7599.782834656306,11061.321060283688,1.0,True,False,False
478,2f991f5d-483e-4199-a74c-713fb4985bbd,Patrick Garcia,28,Female,Single,Master,General practice doctor,70276,191905.4,75155.0,0.3400554427961382,40.0,26.4,120.0,0.2,Personal Loan,,,,7599.782834656306,11061.321060283688,1.0,False,False,True
479,67ac69b4-2d48-45dc-ade4-56eef9941dd4,Jennifer Martin,24,Male,Married,PhD,"Doctor, hospital",89316,16173.0,140532.0,0.7710522767109931,18.0,27.0,120.0,1.0,Credit Card,,,,0.0,8430.207899617377,0.0,True,False,False
480,66d01d9d-d93b-4977-9fa5-4598cee3ce89,Kristen Grant,33,Female,Married,PhD,Product manager,46929,428489.5,,,32.0,23.0,15.0,1.0,Personal Loan,185424.0,1.0,1.0,0.0,8528.375770471492,0.0,False,False,True
481,21d062fd-9289-4b47-a6aa-39d340dd0355,Robert Johnson,60,Male,Married,Master,Police officer,100222,65616.0,84408.0,0.21608141154304494,9.0,59.0,120.0,1.0,Credit Card,47498.0,1.0,1.0,4709.655235803962,13441.631529369175,1.0,True,False,False
482,338ed958-d855-4e5f-92cb-fbff9a21da70,Christian Ortiz,69,Female,Single,Bachelor,Pathologist,128345,163208.33333333334,,,31.0,32.0,120.0,0.6666666666666666,Personal Loan,,,,4547.39469164321,6799.678825396125,1.0,False,False,True
482,338ed958-d855-4e5f-92cb-fbff9a21da70,Christian Ortiz,69,Female,Single,Bachelor,Pathologist,128345,163208.33333333334,,,31.0,32.0,120.0,0.6666666666666666,Home Loan,,,,4547.39469164321,6799.678825396125,1.0,False,True,False
483,7fbc51ca-d7d3-4e5b-a84a-d3c4554c87ab,Julie Johnston,47,Male,Married,High School,Web designer,62782,89611.2,16145.0,0.9053031752238667,44.0,40.6,30.0,0.6,Personal Loan,185922.0,1.0,1.0,8324.948291511546,9662.513538795856,1.0,False,False,True
483,7fbc51ca-d7d3-4e5b-a84a-d3c4554c87ab,Julie Johnston,47,Male,Married,High School,Web designer,62782,89611.2,16145.0,0.9053031752238667,44.0,40.6,30.0,0.6,Home Loan,185922.0,1.0,1.0,8324.948291511546,9662.513538795856,1.0,False,True,False
483,7fbc51ca-d7d3-4e5b-a84a-d3c4554c87ab,Julie Johnston,47,Male,Married,High School,Web designer,62782,89611.2,16145.0,0.9053031752238667,44.0,40.6,30.0,0.6,Credit Card,185922.0,1.0,1.0,8324.948291511546,9662.513538795856,1.0,True,False,False
484,47715688-18c3-42ec-8760-66269f669dc9,Amanda Frazier,69,Male,Married,Bachelor,Chiropodist,114577,323335.71428571426,56029.0,0.4472726899690148,81.0,35.0,120.0,0.5714285714285714,Home Loan,75144.0,1.0,1.0,22594.919759896307,13504.105664974904,3.0,False,True,False
484,47715688-18c3-42ec-8760-66269f669dc9,Amanda Frazier,69,Male,Married,Bachelor,Chiropodist,114577,323335.71428571426,56029.0,0.4472726899690148,81.0,35.0,120.0,0.5714285714285714,Personal Loan,75144.0,1.0,1.0,22594.919759896307,13504.105664974904,3.0,False,False,True
484,47715688-18c3-42ec-8760-66269f669dc9,Amanda Frazier,69,Male,Married,Bachelor,Chiropodist,114577,323335.71428571426,56029.0,0.4472726899690148,81.0,35.0,120.0,0.5714285714285714,Credit Card,75144.0,1.0,1.0,22594.919759896307,13504.105664974904,3.0,True,False,False
485,a01175a7-82dc-421e-826a-f9933eaa12af,Samuel Bradford,33,Female,Single,Bachelor,Neurosurgeon,69454,162371.4,105820.0,0.5301352873745165,51.0,33.4,120.0,0.4,Credit Card,,,,6891.888747827259,718.5453813102649,1.0,True,False,False
485,a01175a7-82dc-421e-826a-f9933eaa12af,Samuel Bradford,33,Female,Single,Bachelor,Neurosurgeon,69454,162371.4,105820.0,0.5301352873745165,51.0,33.4,120.0,0.4,Personal Loan,,,,6891.888747827259,718.5453813102649,1.0,False,False,True
485,a01175a7-82dc-421e-826a-f9933eaa12af,Samuel Bradford,33,Female,Single,Bachelor,Neurosurgeon,69454,162371.4,105820.0,0.5301352873745165,51.0,33.4,120.0,0.4,Home Loan,,,,6891.888747827259,718.5453813102649,1.0,False,True,False
486,07cf5bc1-34fe-4629-9a3a-d1bbdfeb6364,Mark Brown,53,Male,Married,PhD,Social researcher,53800,223577.33333333334,,,32.0,43.666666666666664,120.0,0.3333333333333333,Personal Loan,,,,0.0,16586.808265793406,0.0,False,False,True
486,07cf5bc1-34fe-4629-9a3a-d1bbdfeb6364,Mark Brown,53,Male,Married,PhD,Social researcher,53800,223577.33333333334,,,32.0,43.666666666666664,120.0,0.3333333333333333,Home Loan,,,,0.0,16586.808265793406,0.0,False,True,False
487,829a3049-659d-4705-8509-5c6ff171206e,Barbara Martin,58,Female,Single,High School,Equality and diversity officer,122016,296882.0,,,12.0,19.0,120.0,0.0,Home Loan,344726.0,1.0,1.0,0.0,14813.240569427006,0.0,False,True,False
488,39a2290b-7acc-40fc-99d7-82b7cd682f53,Sarah Brown,32,Male,Divorced,PhD,Statistician,22326,153450.0,,,20.0,48.0,60.0,0.0,Personal Loan,98052.0,1.0,1.0,4901.920351871251,12218.864653361868,1.0,False,False,True
489,4d47f4f4-220e-4893-b3bc-3e6871f0e518,Edward Robinson,54,Male,Married,PhD,"Engineer, land",47722,260262.0,102304.0,0.22664729125575858,31.0,51.5,90.0,1.0,Credit Card,21804.0,1.0,1.0,0.0,13247.479227685923,0.0,True,False,False
489,4d47f4f4-220e-4893-b3bc-3e6871f0e518,Edward Robinson,54,Male,Married,PhD,"Engineer, land",47722,260262.0,102304.0,0.22664729125575858,31.0,51.5,90.0,1.0,Personal Loan,21804.0,1.0,1.0,0.0,13247.479227685923,0.0,False,False,True
490,87d39ab9-bed4-4557-96e9-3679d02187e8,Mr. Randall Ford,41,Female,Divorced,Bachelor,Tourist information centre manager,70028,218415.5,,,23.0,14.5,90.0,1.0,Personal Loan,,,,2083.230721208528,8872.407623159945,1.0,False,False,True
490,87d39ab9-bed4-4557-96e9-3679d02187e8,Mr. Randall Ford,41,Female,Divorced,Bachelor,Tourist information centre manager,70028,218415.5,,,23.0,14.5,90.0,1.0,Home Loan,,,,2083.230721208528,8872.407623159945,1.0,False,True,False
491,6443ffd0-d1c2-42ee-8409-620d2fdc7649,Cory Brown,51,Male,Divorced,Bachelor,Speech and language therapist,120862,28365.0,,,9.0,30.0,30.0,1.0,Personal Loan,243974.5,1.0,2.0,4223.760489632029,12743.41057746631,1.0,False,False,True
492,251e100e-ec5e-477c-87a8-e8e61f309161,Chad Foley,26,Male,Married,PhD,Public relations officer,148978,231140.0,,,25.0,39.5,60.0,1.0,Personal Loan,,,,0.0,8757.975877557652,0.0,False,False,True
493,6eb61a20-4a88-460c-bc72-ad46fd50701e,James Fleming,57,Male,Divorced,PhD,Animal technologist,80218,197397.4,24522.666666666668,0.30471596454832833,71.0,28.4,120.0,0.4,Home Loan,179619.0,1.0,1.0,6037.00770041247,8666.661011916087,1.0,False,True,False
493,6eb61a20-4a88-460c-bc72-ad46fd50701e,James Fleming,57,Male,Divorced,PhD,Animal technologist,80218,197397.4,24522.666666666668,0.30471596454832833,71.0,28.4,120.0,0.4,Credit Card,179619.0,1.0,1.0,6037.00770041247,8666.661011916087,1.0,True,False,False
494,4183c689-c4c0-475c-b814-87a225a9b29e,Thomas Carpenter,50,Female,Single,Master,"Surveyor, quantity",149050,73674.5,95768.0,0.4006367834947901,8.0,55.5,120.0,0.5,Credit Card,,,,13959.241725861433,12528.54139041057,2.0,True,False,False
495,ea8e5f54-4eba-49df-be62-f96a74b63f76,Greg Hinton,25,Female,Married,High School,"Therapist, speech and language",45781,179987.5,56263.0,0.8548071726925544,44.0,27.0,120.0,0.25,Credit Card,,,,4493.9796981535155,14091.838498847448,1.0,True,False,False
495,ea8e5f54-4eba-49df-be62-f96a74b63f76,Greg Hinton,25,Female,Married,High School,"Therapist, speech and language",45781,179987.5,56263.0,0.8548071726925544,44.0,27.0,120.0,0.25,Home Loan,,,,4493.9796981535155,14091.838498847448,1.0,False,True,False
496,2ddc8da7-4dcf-4f39-bfaf-0fd1bf43bb20,Stacey Larson,51,Male,Single,Master,Estate manager/land agent,112817,164979.0,117487.0,0.5303599827311842,24.0,21.666666666666668,120.0,1.0,Home Loan,216166.0,1.0,1.0,0.0,12234.556852986461,0.0,False,True,False
496,2ddc8da7-4dcf-4f39-bfaf-0fd1bf43bb20,Stacey Larson,51,Male,Single,Master,Estate manager/land agent,112817,164979.0,117487.0,0.5303599827311842,24.0,21.666666666666668,120.0,1.0,Credit Card,216166.0,1.0,1.0,0.0,12234.556852986461,0.0,True,False,False
497,8cca97c9-e9b7-4009-86a9-dd3cb53b0764,Ryan Boyd,31,Male,Married,Bachelor,"Doctor, hospital",132601,240015.25,,,23.0,19.0,90.0,0.5,Home Loan,,,,,,,False,True,False
497,8cca97c9-e9b7-4009-86a9-dd3cb53b0764,Ryan Boyd,31,Male,Married,Bachelor,"Doctor, hospital",132601,240015.25,,,23.0,19.0,90.0,0.5,Personal Loan,,,,,,,False,False,True
498,65336e4b-f4e0-4f0a-8409-d123ea6c73e9,Linda Gordon,58,Male,Married,PhD,Clinical research associate,43204,101307.75,67209.66666666667,0.5453872229299948,67.0,33.5,120.0,1.0,Credit Card,,,,0.0,10326.425791381245,0.0,True,False,False
498,65336e4b-f4e0-4f0a-8409-d123ea6c73e9,Linda Gordon,58,Male,Married,PhD,Clinical research associate,43204,101307.75,67209.66666666667,0.5453872229299948,67.0,33.5,120.0,1.0,Home Loan,,,,0.0,10326.425791381245,0.0,False,True,False
499,b8b38cfc-6dfd-476d-8478-4b74434a367a,Casey Campos,66,Male,Single,PhD,Accommodation manager,57916,126993.42857142857,74776.0,0.7247934914101248,89.0,29.571428571428573,30.0,0.42857142857142855,Personal Loan,,,,6780.339509168408,10101.801632819455,1.0,False,False,True
499,b8b38cfc-6dfd-476d-8478-4b74434a367a,Casey Campos,66,Male,Single,PhD,Accommodation manager,57916,126993.42857142857,74776.0,0.7247934914101248,89.0,29.571428571428573,30.0,0.42857142857142855,Credit Card,,,,6780.339509168408,10101.801632819455,1.0,True,False,False
500,86f9e9cb-9cc5-4983-9d16-4239d7a82255,Donald Schwartz,52,Male,Divorced,High School,Leisure centre manager,35809,181451.5,28777.0,0.8382414490299901,18.0,18.0,120.0,1.0,Personal Loan,,,,0.0,11638.300816795614,0.0,False,False,True
500,86f9e9cb-9cc5-4983-9d16-4239d7a82255,Donald Schwartz,52,Male,Divorced,High School,Leisure centre manager,35809,181451.5,28777.0,0.8382414490299901,18.0,18.0,120.0,1.0,Credit Card,,,,0.0,11638.300816795614,0.0,True,False,False
501,2071f16a-650d-440b-92e7-bb8e5bbf4b50,Ashley Gomez,36,Male,Divorced,PhD,Diagnostic radiographer,138803,264807.25,,,65.0,29.75,90.0,0.75,Personal Loan,,,,9724.62510244207,4629.981884348245,1.0,False,False,True
501,2071f16a-650d-440b-92e7-bb8e5bbf4b50,Ashley Gomez,36,Male,Divorced,PhD,Diagnostic radiographer,138803,264807.25,,,65.0,29.75,90.0,0.75,Home Loan,,,,9724.62510244207,4629.981884348245,1.0,False,True,False
502,81d9b7eb-5567-4038-a0d1-96b1d0afa270,Jennifer Brown,61,Female,Married,PhD,Herpetologist,60033,70488.5,41952.5,0.6420953675884535,45.0,34.0,120.0,0.5,Home Loan,,,,0.0,8042.872784623249,0.0,False,True,False
502,81d9b7eb-5567-4038-a0d1-96b1d0afa270,Jennifer Brown,61,Female,Married,PhD,Herpetologist,60033,70488.5,41952.5,0.6420953675884535,45.0,34.0,120.0,0.5,Credit Card,,,,0.0,8042.872784623249,0.0,True,False,False
503,7e55fce2-2bef-488b-96e3-e0e216e28c6f,Amber Figueroa,30,Female,Married,PhD,Training and development officer,68404,,,,,,,,,,,,0.0,8223.981593586132,0.0,False,False,False
504,08a2c6b8-07db-47a6-b76d-6e366117a91f,Phillip Cooper,19,Male,Married,Master,Hydrographic surveyor,46485,163378.0,3750.0,0.4295559582716202,44.0,47.0,120.0,0.75,Home Loan,382817.0,1.0,1.0,0.0,9173.303808163653,0.0,False,True,False
504,08a2c6b8-07db-47a6-b76d-6e366117a91f,Phillip Cooper,19,Male,Married,Master,Hydrographic surveyor,46485,163378.0,3750.0,0.4295559582716202,44.0,47.0,120.0,0.75,Credit Card,382817.0,1.0,1.0,0.0,9173.303808163653,0.0,True,False,False
505,26207a66-01d0-4785-a1b9-1ffdb754c694,Carla Adams,37,Female,Divorced,Bachelor,"Conservation officer, nature",68953,129012.33333333333,35214.5,0.4796411442476108,26.0,43.0,120.0,1.0,Credit Card,,,,17162.682168409858,11072.333113814653,5.0,True,False,False
505,26207a66-01d0-4785-a1b9-1ffdb754c694,Carla Adams,37,Female,Divorced,Bachelor,"Conservation officer, nature",68953,129012.33333333333,35214.5,0.4796411442476108,26.0,43.0,120.0,1.0,Personal Loan,,,,17162.682168409858,11072.333113814653,5.0,False,False,True
506,8adfcb2c-4426-4f1e-a530-740c3a33760b,Debbie Cole,44,Male,Single,Bachelor,"Radiographer, diagnostic",28366,139007.0,,,21.0,12.0,120.0,0.0,Personal Loan,,,,1611.6467234064396,9343.561164690433,1.0,False,False,True
507,de746730-f952-4906-8397-78f76b610749,Benjamin Reed,19,Male,Single,Master,Best boy,46640,238885.0,124764.0,0.6415059391577417,19.0,19.666666666666668,120.0,0.6666666666666666,Credit Card,12900.0,1.0,1.0,0.0,6684.345938966592,0.0,True,False,False
507,de746730-f952-4906-8397-78f76b610749,Benjamin Reed,19,Male,Single,Master,Best boy,46640,238885.0,124764.0,0.6415059391577417,19.0,19.666666666666668,120.0,0.6666666666666666,Home Loan,12900.0,1.0,1.0,0.0,6684.345938966592,0.0,False,True,False
507,de746730-f952-4906-8397-78f76b610749,Benjamin Reed,19,Male,Single,Master,Best boy,46640,238885.0,124764.0,0.6415059391577417,19.0,19.666666666666668,120.0,0.6666666666666666,Personal Loan,12900.0,1.0,1.0,0.0,6684.345938966592,0.0,False,False,True
508,a727774b-124e-4300-a5b4-e3fea3f7e50e,Janice Bond,43,Male,Single,Master,Pharmacologist,83662,188033.5,132400.0,0.2991408681060234,37.0,44.0,60.0,0.5,Credit Card,408947.0,1.0,1.0,0.0,14191.569831552586,0.0,True,False,False
508,a727774b-124e-4300-a5b4-e3fea3f7e50e,Janice Bond,43,Male,Single,Master,Pharmacologist,83662,188033.5,132400.0,0.2991408681060234,37.0,44.0,60.0,0.5,Home Loan,408947.0,1.0,1.0,0.0,14191.569831552586,0.0,False,True,False
509,d668bbad-8b0d-4c85-92e0-dc5aa3cc24bb,Kevin Myers,50,Male,Divorced,PhD,"Psychologist, clinical",137142,317762.0,,,54.0,49.0,15.0,0.6666666666666666,Home Loan,121044.5,2.0,2.0,905.1295298670856,15406.108133947864,1.0,False,True,False
509,d668bbad-8b0d-4c85-92e0-dc5aa3cc24bb,Kevin Myers,50,Male,Divorced,PhD,"Psychologist, clinical",137142,317762.0,,,54.0,49.0,15.0,0.6666666666666666,Personal Loan,121044.5,2.0,2.0,905.1295298670856,15406.108133947864,1.0,False,False,True
510,f8ce9dbb-a74d-4626-aff0-092457236cad,Richard Castro,67,Female,Single,High School,Systems analyst,132098,63475.0,105180.5,0.589693603169608,41.0,25.0,90.0,0.5,Credit Card,,,,0.0,7176.911789981658,0.0,True,False,False
511,c7eafa19-9de7-44a3-8441-7f9b7ecb47fa,Megan Barnes,58,Male,Married,PhD,"Education officer, community",126057,133150.2,127067.33333333333,0.5705040125872105,76.0,30.4,90.0,0.8,Personal Loan,489222.0,1.0,1.0,0.0,9875.938667847848,0.0,False,False,True
511,c7eafa19-9de7-44a3-8441-7f9b7ecb47fa,Megan Barnes,58,Male,Married,PhD,"Education officer, community",126057,133150.2,127067.33333333333,0.5705040125872105,76.0,30.4,90.0,0.8,Credit Card,489222.0,1.0,1.0,0.0,9875.938667847848,0.0,True,False,False
511,c7eafa19-9de7-44a3-8441-7f9b7ecb47fa,Megan Barnes,58,Male,Married,PhD,"Education officer, community",126057,133150.2,127067.33333333333,0.5705040125872105,76.0,30.4,90.0,0.8,Home Loan,489222.0,1.0,1.0,0.0,9875.938667847848,0.0,False,True,False
512,dc1282fe-f9f7-4abf-816f-14c45a40113c,Nancy Sutton,70,Male,Divorced,Bachelor,Homeopath,148407,157980.0,86357.0,0.17911909244310512,40.0,24.5,60.0,0.0,Personal Loan,,,,0.0,15568.97587837616,0.0,False,False,True
512,dc1282fe-f9f7-4abf-816f-14c45a40113c,Nancy Sutton,70,Male,Divorced,Bachelor,Homeopath,148407,157980.0,86357.0,0.17911909244310512,40.0,24.5,60.0,0.0,Credit Card,,,,0.0,15568.97587837616,0.0,True,False,False
513,e2f87232-3d65-4804-8892-025207318b9e,Debbie Torres,18,Male,Married,High School,Film/video editor,117257,99631.66666666667,73371.5,0.5395565277753602,82.0,42.5,120.0,0.5,Home Loan,301276.3333333333,3.0,3.0,0.0,13688.036208280466,0.0,False,True,False
513,e2f87232-3d65-4804-8892-025207318b9e,Debbie Torres,18,Male,Married,High School,Film/video editor,117257,99631.66666666667,73371.5,0.5395565277753602,82.0,42.5,120.0,0.5,Credit Card,301276.3333333333,3.0,3.0,0.0,13688.036208280466,0.0,True,False,False
514,39255a96-9c65-4bdd-960e-e6d906bd2fd2,Casey Tate,18,Female,Divorced,High School,Probation officer,137206,217599.25,104938.0,0.5769685462221387,40.0,26.75,90.0,0.25,Personal Loan,45442.0,1.0,1.0,0.0,7287.675420578974,0.0,False,False,True
514,39255a96-9c65-4bdd-960e-e6d906bd2fd2,Casey Tate,18,Female,Divorced,High School,Probation officer,137206,217599.25,104938.0,0.5769685462221387,40.0,26.75,90.0,0.25,Credit Card,45442.0,1.0,1.0,0.0,7287.675420578974,0.0,True,False,False
514,39255a96-9c65-4bdd-960e-e6d906bd2fd2,Casey Tate,18,Female,Divorced,High School,Probation officer,137206,217599.25,104938.0,0.5769685462221387,40.0,26.75,90.0,0.25,Home Loan,45442.0,1.0,1.0,0.0,7287.675420578974,0.0,False,True,False
515,1509d635-57f3-4797-b3f9-ed518395605f,Jacqueline Collier,55,Male,Married,High School,"Therapist, horticultural",66398,,,,,,,,,,,,0.0,5166.383434938946,0.0,False,False,False
516,8907fc67-828d-429f-8a97-7f2b10d4bfcf,Brittany Brown,36,Female,Divorced,Bachelor,Sub,92018,186843.0,86876.0,0.894052474817831,32.0,41.0,90.0,0.0,Personal Loan,34113.5,2.0,2.0,13497.115566358045,11060.771562805428,3.0,False,False,True
516,8907fc67-828d-429f-8a97-7f2b10d4bfcf,Brittany Brown,36,Female,Divorced,Bachelor,Sub,92018,186843.0,86876.0,0.894052474817831,32.0,41.0,90.0,0.0,Credit Card,34113.5,2.0,2.0,13497.115566358045,11060.771562805428,3.0,True,False,False
517,b42a3167-39c9-4438-bd97-ccfc9d434fad,Michael Ramos,25,Male,Single,Bachelor,"Administrator, sports",65511,52304.75,134214.5,0.5563745835859033,47.0,42.5,90.0,0.5,Credit Card,380049.0,1.0,1.0,0.0,10381.52236007043,0.0,True,False,False
517,b42a3167-39c9-4438-bd97-ccfc9d434fad,Michael Ramos,25,Male,Single,Bachelor,"Administrator, sports",65511,52304.75,134214.5,0.5563745835859033,47.0,42.5,90.0,0.5,Personal Loan,380049.0,1.0,1.0,0.0,10381.52236007043,0.0,False,False,True
518,a6a40148-052a-4dd6-aa79-fb0544150d3d,Dr. Richard Ramirez,45,Female,Single,High School,"Presenter, broadcasting",47812,318448.0,,,7.0,41.0,15.0,1.0,Personal Loan,,,,0.0,7479.190329643325,0.0,False,False,True
519,718cfb1a-ad13-448d-b5e7-cf265176ae8e,Sierra Ponce,42,Male,Married,High School,Medical technical officer,42795,222305.0,,,10.0,50.0,15.0,0.0,Home Loan,,,,11150.83830661667,7331.937924152384,2.0,False,True,False
520,bf9972b3-67a8-4318-b7ca-badbcd2b9a71,Melinda Chapman,36,Male,Divorced,Master,"Engineer, energy",112154,7689.0,,,19.0,44.0,120.0,1.0,Home Loan,,,,2616.086500494946,17659.889291024563,1.0,False,True,False
521,bbe7c548-de5a-4bf6-947d-a0a52973c572,Drew Melendez,50,Female,Divorced,Bachelor,Customer service manager,130713,131200.6,34940.0,0.6185788531965989,72.0,30.6,120.0,0.6,Credit Card,,,,0.0,15097.790847664,0.0,True,False,False
521,bbe7c548-de5a-4bf6-947d-a0a52973c572,Drew Melendez,50,Female,Divorced,Bachelor,Customer service manager,130713,131200.6,34940.0,0.6185788531965989,72.0,30.6,120.0,0.6,Personal Loan,,,,0.0,15097.790847664,0.0,False,False,True
521,bbe7c548-de5a-4bf6-947d-a0a52973c572,Drew Melendez,50,Female,Divorced,Bachelor,Customer service manager,130713,131200.6,34940.0,0.6185788531965989,72.0,30.6,120.0,0.6,Home Loan,,,,0.0,15097.790847664,0.0,False,True,False
522,3c5abfe3-6e6b-4a45-8cfd-8ceb77c7c41a,Nancy Gonzalez,70,Female,Married,Bachelor,Musician,46661,127901.0,26496.0,0.9453295754065176,13.0,18.0,30.0,0.0,Credit Card,243579.0,1.0,1.0,0.0,9458.834755603584,0.0,True,False,False
523,93dcb906-fadf-404c-bf31-3b5fedaa9b74,Allen Lee,62,Male,Divorced,Bachelor,Logistics and distribution manager,56250,392917.5,,,15.0,42.5,120.0,0.5,Personal Loan,192130.0,1.0,1.0,0.0,2496.9131874443365,0.0,False,False,True
524,d83d74d8-324c-4452-8420-5b2349d2ab63,James Mills,66,Female,Divorced,Bachelor,Exhibition designer,34695,485805.0,,,10.0,36.0,0.0,1.0,Personal Loan,,,,6594.782596893938,9908.778862341287,1.0,False,False,True
525,da259dcd-e231-47e6-a75e-0d56ebafacf0,Kevin Rodriguez,51,Female,Married,PhD,Media buyer,30736,206868.0,,,28.0,40.0,60.0,0.5,Personal Loan,312862.0,2.0,2.0,6022.496397419752,13071.759073004403,1.0,False,False,True
525,da259dcd-e231-47e6-a75e-0d56ebafacf0,Kevin Rodriguez,51,Female,Married,PhD,Media buyer,30736,206868.0,,,28.0,40.0,60.0,0.5,Home Loan,312862.0,2.0,2.0,6022.496397419752,13071.759073004403,1.0,False,True,False
526,d5796a96-64d0-4c8b-9bb9-7eb16fdaceb1,Jennifer Warner,47,Female,Single,PhD,"Scientist, clinical (histocompatibility and immunogenetics)",96661,,,,,,,,,,,,13225.264549086563,14179.330143484136,3.0,False,False,False
527,96e163b4-fd2f-43cc-913d-415fa2d751f8,Rachel Sanchez,65,Male,Single,PhD,"Therapist, occupational",53168,178648.0,55582.5,0.8863845176495577,62.0,47.25,90.0,1.0,Personal Loan,207217.0,1.0,1.0,0.0,8736.257557149529,0.0,False,False,True
527,96e163b4-fd2f-43cc-913d-415fa2d751f8,Rachel Sanchez,65,Male,Single,PhD,"Therapist, occupational",53168,178648.0,55582.5,0.8863845176495577,62.0,47.25,90.0,1.0,Credit Card,207217.0,1.0,1.0,0.0,8736.257557149529,0.0,True,False,False
